customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,OnlineSecurity,TechSupport
8914-PUTNA,Male,0,Yes,No,68,Month-to-month,No,Electronic check,35.65,2415.11,Yes,Yes,Yes
9819-KTJFJ,Female,0,Yes,No,51,Month-to-month,Yes,Mailed check,113.01,5746.95,No,No,Yes
8321-AQLFZ,Female,0,Yes,Yes,9,Month-to-month,Yes,Bank transfer (automatic),101.09,993.1,No,Yes,No
7600-SYVRC,Female,0,Yes,No,13,One year,Yes,Bank transfer (automatic),32.22,323.85,No,No,No
3908-OSWXU,Male,0,No,No,21,Month-to-month,No,Bank transfer (automatic),72.0,1510.11,No,Yes,Yes
0776-FQUBS,Female,0,Yes,No,28,Month-to-month,Yes,Bank transfer (automatic),29.23,829.85,No,No,No
7585-UHPVI,Male,0,No,Yes,11,One year,No,Bank transfer (automatic),54.34,652.87,No,Yes,No
6026-HEXHE,Male,0,No,No,46,One year,Yes,Bank transfer (automatic),94.95,4400.48,No,No,Yes
1880-SMIJK,Female,0,No,No,45,Month-to-month,Yes,Bank transfer (automatic),50.37,2225.04,No,Yes,Yes
5590-YQILC,Female,1,Yes,No,8,Month-to-month,Yes,Credit card (automatic),20.98,216.07,No,Yes,No
5351-PXFOF,Male,0,Yes,Yes,4,Month-to-month,Yes,Mailed check,39.96,262.35,No,Yes,No
1712-QYALM,Female,0,No,No,63,Month-to-month,Yes,Electronic check,33.9,2090.03,No,No,No
5662-TNGDT,Male,0,Yes,No,56,One year,Yes,Bank transfer (automatic),31.86,1851.44,No,No,No
0396-OHQLL,Female,0,No,No,65,One year,No,Bank transfer (automatic),99.97,6481.85,No,No,No
3897-MKNUM,Female,0,Yes,Yes,6,One year,Yes,Mailed check,115.62,702.46,No,Yes,Yes
8406-JRLNV,Female,0,No,Yes,24,One year,No,Bank transfer (automatic),43.73,994.67,No,Yes,Yes
9547-VAWPF,Female,0,Yes,No,53,One year,No,Bank transfer (automatic),63.32,3408.57,No,Yes,No
2865-KXZDD,Male,0,Yes,No,33,Month-to-month,Yes,Mailed check,81.11,2597.44,No,No,No
1390-PHECL,Male,1,Yes,No,2,Month-to-month,Yes,Bank transfer (automatic),108.66,247.46,No,No,No
5536-CAESD,Male,0,Yes,Yes,61,Month-to-month,No,Mailed check,76.47,4626.35,No,No,Yes
1906-PELBJ,Female,0,Yes,No,0,Month-to-month,No,Mailed check,79.93,0.0,No,No,Yes
7241-EXGCR,Male,0,No,No,4,One year,No,Electronic check,113.0,345.41,No,Yes,No
9057-ITRGF,Female,0,No,No,39,Month-to-month,Yes,Mailed check,71.61,2823.18,No,Yes,Yes
3049-SMFLD,Male,0,No,No,28,Two year,No,Electronic check,42.22,1196.06,Yes,Yes,Yes
0886-USMSG,Female,1,Yes,No,61,One year,No,Bank transfer (automatic),64.59,3906.72,No,Yes,No
1441-EYGGZ,Male,0,No,Yes,37,Month-to-month,Yes,Electronic check,97.42,3544.88,No,No,Yes
6365-EGJVW,Female,0,No,No,39,One year,Yes,Credit card (automatic),32.35,1319.03,No,No,No
0429-FTOUI,Male,0,No,No,39,Month-to-month,Yes,Bank transfer (automatic),54.53,2159.49,Yes,Yes,Yes
5021-QVVLG,Male,0,Yes,No,62,Two year,Yes,Credit card (automatic),97.95,6033.5,No,No,No
6600-WJVCC,Female,0,Yes,No,9,Month-to-month,Yes,Credit card (automatic),88.26,757.85,No,No,Yes
1594-KJDTN,Female,0,No,No,45,Month-to-month,No,Mailed check,101.91,4548.16,No,No,No
0384-FRKTV,Male,1,Yes,No,17,Month-to-month,No,Mailed check,31.22,443.05,No,No,Yes
1699-MZHTZ,Male,0,Yes,Yes,43,One year,Yes,Electronic check,73.06,3187.54,No,Yes,No
2236-EXURN,Female,0,No,Yes,59,Two year,No,Bank transfer (automatic),90.4,5326.66,No,Yes,No
0641-FZXGQ,Male,0,No,No,29,Month-to-month,Yes,Credit card (automatic),66.83,1902.85,No,No,No
5384-CFIHL,Male,0,Yes,Yes,2,Month-to-month,Yes,Credit card (automatic),54.91,141.66,No,No,Yes
2942-HLHSL,Male,0,No,No,47,Month-to-month,No,Electronic check,78.56,3665.82,No,No,Yes
6406-NZNGE,Female,1,No,No,13,Two year,Yes,Electronic check,41.79,494.75,Yes,No,No
6414-WXMUK,Male,1,Yes,Yes,42,Two year,Yes,Bank transfer (automatic),108.75,4627.93,No,No,No
7877-UUSOM,Female,0,No,Yes,46,Month-to-month,No,Mailed check,70.5,3277.94,Yes,No,Yes
1729-KJEKS,Female,0,No,Yes,37,Month-to-month,No,Electronic check,39.82,1491.63,No,No,Yes
1562-JOEOS,Female,1,Yes,No,34,One year,No,Mailed check,78.83,2692.69,No,No,No
2490-KNOYZ,Male,0,No,Yes,5,One year,Yes,Credit card (automatic),24.87,62.29,No,No,Yes
9497-IKWKU,Female,0,No,No,2,Month-to-month,No,Credit card (automatic),103.32,272.93,Yes,No,No
3945-WEDBS,Female,0,No,No,15,Two year,Yes,Electronic check,65.82,914.76,No,Yes,No
0308-RNUAE,Female,0,Yes,No,22,Month-to-month,No,Electronic check,47.85,1032.5,No,No,No
6540-EUQGG,Female,0,No,No,52,One year,Yes,Credit card (automatic),60.11,3100.11,No,No,No
4286-QYSZH,Female,0,No,No,55,Month-to-month,Yes,Electronic check,44.54,2402.7,No,No,No
4634-UYEQU,Female,0,No,Yes,11,Month-to-month,Yes,Credit card (automatic),60.52,712.88,Yes,Yes,No
0180-WIQUX,Female,1,No,No,46,Two year,No,Mailed check,31.62,1463.12,No,No,No
2021-OVTLD,Male,0,No,Yes,3,Month-to-month,No,Credit card (automatic),117.77,414.28,Yes,Yes,No
1954-XYXUX,Female,0,Yes,No,55,Month-to-month,Yes,Electronic check,111.98,6196.22,Yes,Yes,Yes
8633-LQLJK,Male,0,No,Yes,20,Month-to-month,No,Mailed check,89.43,1872.09,Yes,No,Yes
5577-SVVQS,Female,1,No,No,31,Two year,Yes,Bank transfer (automatic),112.7,3516.65,No,No,No
2556-VIEDZ,Female,0,No,No,44,One year,Yes,Mailed check,86.26,3811.02,No,Yes,Yes
7691-UGZUL,Female,1,No,Yes,11,Month-to-month,Yes,Mailed check,39.97,476.12,Yes,Yes,Yes
2038-SNIQG,Female,0,Yes,No,1,Month-to-month,No,Electronic check,70.93,75.87,Yes,Yes,Yes
9139-YNUIS,Female,1,No,No,72,Month-to-month,No,Mailed check,79.45,5656.32,Yes,No,No
2308-WHZAK,Male,0,No,No,21,Month-to-month,No,Credit card (automatic),83.2,1730.34,Yes,Yes,No
8925-TYDQI,Male,0,No,No,21,One year,No,Bank transfer (automatic),64.25,1331.63,No,No,No
1016-BXFUE,Female,1,No,No,62,Month-to-month,No,Bank transfer (automatic),42.79,2682.21,No,No,No
5101-WCQWS,Female,0,Yes,No,53,One year,Yes,Bank transfer (automatic),70.03,3594.7,No,No,No
4595-JWIIC,Female,1,Yes,No,7,Month-to-month,Yes,Bank transfer (automatic),86.26,614.98,No,No,No
4537-FIRSA,Male,0,No,Yes,62,Month-to-month,No,Bank transfer (automatic),38.73,2379.41,No,No,Yes
1052-BWASX,Female,1,No,No,50,Two year,No,Mailed check,54.65,2704.39,No,Yes,No
3775-MEAQJ,Female,0,No,Yes,25,Month-to-month,Yes,Electronic check,41.82,1123.57,No,No,Yes
7081-OMUOX,Female,0,No,No,37,Month-to-month,Yes,Electronic check,72.88,2627.45,No,Yes,No
9087-JXBRY,Male,0,No,Yes,61,Two year,Yes,Electronic check,86.06,5259.38,No,No,No
1618-OSDWH,Female,0,No,No,52,Month-to-month,No,Credit card (automatic),35.92,1877.94,No,No,No
9736-FKIOD,Male,0,No,No,35,Two year,Yes,Bank transfer (automatic),116.49,4031.33,No,No,No
0946-EIJTD,Male,0,Yes,No,45,Two year,No,Electronic check,32.4,1466.9,No,Yes,No
4833-AVUUD,Female,0,No,No,71,One year,Yes,Mailed check,104.99,7439.02,No,Yes,No
1028-JADXN,Female,0,Yes,No,16,Month-to-month,Yes,Mailed check,25.43,367.11,Yes,No,No
5698-RJYOY,Male,1,Yes,Yes,63,One year,Yes,Bank transfer (automatic),68.0,4290.65,No,No,Yes
7770-ANSMR,Female,0,No,Yes,3,One year,Yes,Credit card (automatic),46.91,124.61,No,No,Yes
7086-WCTIZ,Male,0,No,No,61,Two year,Yes,Credit card (automatic),57.35,3548.91,No,Yes,Yes
9699-YSPEE,Female,1,No,No,20,Two year,No,Mailed check,87.59,1779.42,Yes,No,Yes
5263-SNLUB,Female,0,No,No,38,Two year,Yes,Electronic check,104.19,3944.67,No,Yes,Yes
8233-TVFJT,Female,0,Yes,Yes,59,Two year,Yes,Credit card (automatic),70.76,4183.82,No,Yes,Yes
9391-GEDIY,Female,1,No,No,24,One year,Yes,Mailed check,37.76,899.57,No,Yes,Yes
0345-QNXEG,Female,0,No,No,29,Month-to-month,Yes,Credit card (automatic),63.64,1797.77,Yes,Yes,No
7019-CJIUG,Female,0,Yes,No,32,Two year,Yes,Electronic check,37.94,1135.43,No,No,No
3976-TOSQI,Male,0,No,Yes,23,Month-to-month,Yes,Credit card (automatic),85.61,1969.02,No,No,No
6901-VRSNY,Female,0,No,No,46,Month-to-month,Yes,Mailed check,31.02,1486.66,Yes,No,No
1826-VZMBQ,Male,0,No,No,9,Two year,Yes,Credit card (automatic),84.49,775.65,No,Yes,Yes
8212-XABYZ,Female,0,Yes,No,47,One year,Yes,Electronic check,37.63,1735.47,No,No,No
9204-SPVSZ,Male,0,No,Yes,2,Two year,Yes,Mailed check,72.04,120.63,No,No,Yes
6961-UEUAV,Male,0,Yes,Yes,9,One year,Yes,Mailed check,72.02,715.93,No,No,No
8984-VXJQA,Male,0,Yes,Yes,40,One year,Yes,Credit card (automatic),45.44,1841.94,Yes,Yes,No
0441-ZBIYK,Male,0,No,Yes,39,Month-to-month,Yes,Mailed check,103.58,4031.54,No,No,Yes
9349-SRTHU,Female,0,No,No,40,Two year,Yes,Electronic check,43.51,1656.31,No,No,Yes
6722-VUFXV,Female,0,No,No,46,Month-to-month,Yes,Mailed check,90.31,4129.89,Yes,No,No
6330-ELLZF,Male,0,No,No,6,Month-to-month,No,Credit card (automatic),107.47,680.66,Yes,No,Yes
0869-XLSNS,Female,0,Yes,No,15,Month-to-month,Yes,Credit card (automatic),63.34,868.37,No,Yes,No
9480-EFODN,Female,0,Yes,No,17,Month-to-month,Yes,Credit card (automatic),112.57,1929.07,No,No,No
8321-JMZSE,Female,0,No,No,34,One year,No,Mailed check,81.88,2848.58,No,No,No
0459-BOOCC,Male,0,No,No,71,Month-to-month,Yes,Credit card (automatic),20.33,1485.84,Yes,Yes,Yes
6483-CLWJU,Male,0,No,No,50,Two year,No,Bank transfer (automatic),66.75,3271.33,No,No,Yes
1914-WOYQF,Male,0,Yes,Yes,40,Month-to-month,No,Electronic check,47.47,1829.64,No,Yes,No
9577-DUTPN,Female,0,No,No,64,One year,Yes,Electronic check,22.7,1487.13,No,No,No
6548-NJVHI,Male,0,No,No,44,Month-to-month,Yes,Bank transfer (automatic),73.52,3297.0,Yes,Yes,No
6989-ECZTS,Female,0,Yes,No,62,Month-to-month,Yes,Mailed check,83.65,5128.77,No,No,Yes
0532-PFLIX,Male,0,No,No,28,Month-to-month,Yes,Bank transfer (automatic),57.9,1670.9,Yes,No,No
8399-ZYOKZ,Male,1,No,No,35,One year,Yes,Bank transfer (automatic),40.38,1439.24,No,Yes,No
3775-OUELW,Male,0,Yes,Yes,3,Month-to-month,Yes,Electronic check,103.99,430.32,No,Yes,No
7283-KYMLF,Male,1,No,No,16,Two year,Yes,Credit card (automatic),59.32,891.25,No,No,No
6072-UJWQL,Male,0,No,No,37,Two year,No,Electronic check,82.53,3010.21,No,No,No
6009-NIJYU,Female,0,Yes,No,4,Month-to-month,Yes,Bank transfer (automatic),63.41,316.77,Yes,No,No
4075-OMPOC,Female,0,No,No,50,One year,No,Credit card (automatic),31.08,1477.62,No,No,Yes
4045-PBNCP,Male,0,Yes,Yes,70,Month-to-month,Yes,Bank transfer (automatic),88.93,6140.19,No,No,No
5691-RAEJW,Male,0,Yes,No,39,Month-to-month,Yes,Credit card (automatic),111.61,4312.63,No,Yes,No
2324-TGHCQ,Male,0,No,No,16,Month-to-month,Yes,Credit card (automatic),82.79,1316.01,Yes,No,No
7644-UWFMG,Female,0,No,No,70,One year,No,Bank transfer (automatic),67.44,4733.73,Yes,Yes,Yes
9848-AYPDV,Female,0,Yes,Yes,38,Month-to-month,Yes,Mailed check,48.24,1887.59,No,No,No
5100-QFARK,Male,0,Yes,No,22,Month-to-month,Yes,Mailed check,76.33,1670.46,No,No,No
0695-WDIZC,Male,1,Yes,Yes,47,Month-to-month,No,Mailed check,67.05,3134.69,No,Yes,No
9702-QLJUX,Female,0,Yes,Yes,58,Two year,Yes,Credit card (automatic),85.76,4957.26,No,No,No
8480-WMRFO,Female,1,No,Yes,14,Month-to-month,Yes,Credit card (automatic),33.87,521.63,No,No,No
1200-LICCY,Male,0,Yes,Yes,58,Month-to-month,No,Mailed check,58.55,3436.42,Yes,Yes,No
6281-TONIG,Female,0,No,Yes,62,Month-to-month,No,Electronic check,60.34,3728.98,No,No,No
0369-YTROZ,Female,1,Yes,Yes,12,Month-to-month,No,Electronic check,36.13,415.51,Yes,No,Yes
2517-YHUFX,Female,0,No,Yes,59,Month-to-month,Yes,Mailed check,39.03,2234.29,Yes,No,No
2464-YNJNB,Female,0,Yes,No,12,Two year,No,Bank transfer (automatic),71.88,794.62,No,No,Yes
9330-CUQDO,Male,0,No,Yes,50,Two year,Yes,Bank transfer (automatic),103.53,5165.31,Yes,No,No
2737-MQMPG,Female,0,No,No,23,Month-to-month,No,Bank transfer (automatic),75.56,1678.3,No,No,Yes
5099-SDFTG,Female,0,Yes,Yes,40,Month-to-month,Yes,Credit card (automatic),44.34,1732.4,Yes,Yes,Yes
4103-APPAI,Male,0,No,No,6,Month-to-month,No,Bank transfer (automatic),101.42,623.61,Yes,No,No
0722-SJYRP,Male,0,Yes,Yes,31,Month-to-month,No,Bank transfer (automatic),46.48,1373.73,No,Yes,No
7997-CAXOC,Male,1,No,Yes,35,Month-to-month,Yes,Bank transfer (automatic),85.36,3035.05,No,Yes,No
0922-WPHXC,Male,0,Yes,No,61,Month-to-month,Yes,Bank transfer (automatic),68.56,4203.93,Yes,Yes,Yes
2540-BLRQX,Female,1,No,No,66,Month-to-month,Yes,Electronic check,86.22,5738.08,Yes,No,Yes
6579-TRZZM,Male,1,No,No,14,One year,No,Electronic check,35.44,475.51,No,Yes,No
6179-VCBFN,Male,0,Yes,No,32,One year,Yes,Electronic check,90.89,2871.78,No,No,Yes
0325-GWDSX,Male,0,Yes,No,57,Month-to-month,Yes,Bank transfer (automatic),66.42,3864.58,Yes,Yes,No
2888-KLAES,Male,0,Yes,Yes,42,Month-to-month,No,Mailed check,20.43,886.41,No,No,Yes
1119-XCKVL,Male,0,No,Yes,3,Month-to-month,Yes,Bank transfer (automatic),63.44,185.92,Yes,No,Yes
0699-WBYXZ,Female,0,Yes,No,26,One year,No,Credit card (automatic),59.85,1572.52,No,Yes,Yes
9737-VFIZZ,Female,0,Yes,No,44,Month-to-month,No,Mailed check,29.31,1271.16,No,No,No
2805-HVXOR,Female,0,Yes,Yes,42,One year,Yes,Bank transfer (automatic),106.72,4421.49,No,Yes,No
9318-PZCEG,Male,0,Yes,No,72,Month-to-month,Yes,Bank transfer (automatic),57.04,4092.18,No,Yes,No
9720-HTDFE,Male,1,No,Yes,70,One year,Yes,Electronic check,44.29,3070.0,No,Yes,Yes
4280-TKJNL,Female,0,Yes,No,8,Month-to-month,No,Bank transfer (automatic),103.24,911.84,Yes,No,No
3362-BAYUW,Female,0,Yes,No,36,One year,Yes,Mailed check,51.27,1895.81,No,Yes,Yes
3124-GDEBA,Male,0,Yes,Yes,62,Month-to-month,Yes,Mailed check,107.03,6667.94,Yes,Yes,No
2201-BNPAP,Male,1,No,No,41,Month-to-month,No,Bank transfer (automatic),119.26,4876.85,No,Yes,Yes
9916-JPEDH,Female,1,Yes,Yes,64,One year,Yes,Mailed check,94.62,6046.98,No,No,Yes
6752-GYJUZ,Male,0,Yes,No,49,One year,No,Bank transfer (automatic),104.21,5139.69,No,Yes,Yes
3884-RMZUI,Female,0,Yes,No,2,Month-to-month,Yes,Credit card (automatic),81.57,188.11,No,No,Yes
8382-WVXDW,Male,0,No,No,40,Month-to-month,Yes,Bank transfer (automatic),34.71,1439.16,No,No,No
0195-KKQCD,Male,0,No,No,23,Two year,Yes,Bank transfer (automatic),34.43,800.68,No,No,Yes
6235-XWVQS,Female,0,No,No,70,Month-to-month,Yes,Credit card (automatic),36.49,2582.28,Yes,No,No
9963-AUYIX,Male,0,No,No,58,Two year,No,Electronic check,107.72,6193.39,No,No,Yes
8679-TRDHL,Male,0,No,No,24,One year,Yes,Bank transfer (automatic),98.38,2477.29,No,Yes,No
4305-UJALE,Male,0,Yes,No,66,Month-to-month,Yes,Credit card (automatic),79.09,5190.21,Yes,No,No
4481-BUOWY,Female,0,No,No,60,Month-to-month,No,Credit card (automatic),108.53,6533.68,Yes,Yes,No
5908-KQBYR,Male,0,Yes,No,67,One year,Yes,Electronic check,104.07,7012.54,No,No,No
8923-AVTOC,Male,0,No,No,51,Month-to-month,Yes,Bank transfer (automatic),73.88,3833.43,No,No,No
7830-NQXVG,Male,0,No,Yes,39,Month-to-month,No,Credit card (automatic),46.76,1808.98,No,Yes,No
8001-JZZTO,Female,0,No,Yes,9,Two year,No,Mailed check,106.12,981.3,No,No,Yes
1657-YSFQX,Female,1,No,Yes,23,Month-to-month,No,Bank transfer (automatic),112.51,2650.06,Yes,Yes,No
2909-KWRRV,Female,1,Yes,Yes,17,One year,Yes,Bank transfer (automatic),79.8,1396.83,No,No,Yes
2330-ICNDN,Female,1,No,No,54,Month-to-month,No,Electronic check,35.8,1914.42,No,No,Yes
2468-TJYIX,Male,0,Yes,No,57,Month-to-month,Yes,Mailed check,119.14,6846.29,No,No,No
3769-AGURO,Male,0,Yes,No,29,One year,Yes,Credit card (automatic),52.91,1526.81,No,No,Yes
8918-QHSRN,Female,0,Yes,Yes,63,Two year,No,Credit card (automatic),69.83,4299.48,No,No,Yes
5505-RSDNM,Female,0,No,No,65,Month-to-month,No,Electronic check,115.28,7492.15,Yes,No,Yes
6562-NCWWA,Male,0,Yes,Yes,2,Month-to-month,Yes,Mailed check,54.12,164.48,No,No,Yes
1565-WBGCV,Female,0,No,Yes,10,Month-to-month,No,Bank transfer (automatic),96.2,969.62,No,Yes,Yes
7154-SVZIE,Female,0,No,No,26,Month-to-month,Yes,Bank transfer (automatic),23.92,698.97,Yes,No,No
5853-AIYTL,Female,0,No,No,40,One year,No,Bank transfer (automatic),66.43,2691.19,No,No,No
5373-FDVBR,Male,0,No,No,21,Month-to-month,No,Credit card (automatic),102.81,2154.8,Yes,No,Yes
9745-WVKZJ,Female,0,Yes,No,58,Month-to-month,Yes,Electronic check,67.14,3964.5,No,No,Yes
3834-YHFHV,Male,0,Yes,No,52,Month-to-month,No,Credit card (automatic),73.92,3842.09,No,No,Yes
2330-APUPM,Female,0,Yes,Yes,23,Month-to-month,No,Electronic check,78.08,1643.39,Yes,No,No
0555-SORQN,Male,0,Yes,No,66,One year,No,Electronic check,108.59,7109.26,No,Yes,No
4055-RBSAG,Male,0,No,No,30,Month-to-month,Yes,Electronic check,74.78,2244.38,No,No,Yes
7884-JBEJP,Male,0,Yes,No,56,Month-to-month,No,Credit card (automatic),86.69,4854.46,No,Yes,No
7470-MQSVX,Female,1,No,No,50,Month-to-month,No,Electronic check,108.23,5327.84,No,No,No
7229-OHZFF,Male,0,No,No,72,One year,No,Mailed check,77.05,5609.38,No,No,No
9476-FSTTY,Female,0,No,No,5,Month-to-month,No,Bank transfer (automatic),56.64,278.58,No,No,Yes
6987-KOSMV,Male,0,Yes,No,50,One year,No,Mailed check,32.03,1609.42,No,Yes,Yes
8103-ILKPG,Female,0,Yes,No,57,One year,No,Bank transfer (automatic),46.9,2622.02,No,No,No
8543-SQDNN,Female,1,Yes,No,28,Month-to-month,Yes,Mailed check,92.42,2562.75,No,Yes,Yes
1219-IVEME,Female,0,Yes,Yes,29,Month-to-month,No,Bank transfer (automatic),86.6,2531.33,No,No,Yes
6809-WOJRT,Female,1,No,Yes,7,Two year,No,Electronic check,22.02,220.32,No,No,Yes
7961-OFPEN,Male,0,No,No,44,Two year,No,Mailed check,99.38,4508.3,No,No,Yes
7118-EUQPC,Male,0,Yes,Yes,69,One year,Yes,Credit card (automatic),20.13,1358.25,No,No,No
7414-PVDYJ,Male,0,No,Yes,22,One year,No,Electronic check,90.02,1947.44,No,Yes,No
2329-NEDLN,Male,0,No,No,21,Month-to-month,Yes,Mailed check,37.29,655.13,No,Yes,No
2650-SRMWX,Male,0,No,Yes,46,Two year,Yes,Electronic check,86.3,3918.74,No,No,Yes
7465-GCAXN,Female,0,No,Yes,52,Month-to-month,Yes,Electronic check,49.71,2673.85,No,Yes,No
3580-JCVFZ,Female,0,No,Yes,68,Month-to-month,Yes,Electronic check,41.76,2817.86,No,No,Yes
1106-ZVOWU,Female,0,Yes,No,40,Two year,Yes,Mailed check,25.75,1006.25,No,No,No
7811-FSALA,Female,0,No,No,37,Month-to-month,Yes,Mailed check,35.29,1293.74,No,No,No
3600-RVTUE,Female,0,No,No,6,Two year,No,Mailed check,32.37,137.97,No,No,No
0893-YZKWC,Male,0,No,Yes,67,Month-to-month,Yes,Bank transfer (automatic),78.16,5294.2,No,No,No
5681-ACUOX,Male,0,No,No,64,Month-to-month,Yes,Bank transfer (automatic),54.26,3555.13,No,Yes,No
7025-UHQFA,Female,1,No,No,23,Month-to-month,No,Electronic check,61.3,1369.19,No,No,No
6731-KTOUD,Female,0,Yes,No,11,Two year,No,Mailed check,33.77,303.03,No,Yes,No
1740-MYBWQ,Female,0,No,No,19,Two year,Yes,Credit card (automatic),22.0,487.03,No,Yes,No
7796-XMNCT,Female,0,Yes,Yes,54,Month-to-month,Yes,Bank transfer (automatic),70.84,3843.05,No,Yes,No
3008-DLRVM,Female,0,No,No,9,Month-to-month,No,Credit card (automatic),36.35,353.15,No,Yes,Yes
0182-JQWWU,Male,0,No,No,2,One year,Yes,Mailed check,31.72,133.74,No,No,Yes
9912-QBQEQ,Female,0,No,Yes,36,Two year,Yes,Bank transfer (automatic),109.4,3903.45,No,No,No
4183-OQBFH,Male,0,Yes,No,33,One year,No,Mailed check,119.62,3960.32,No,Yes,No
3724-KZNVL,Female,0,Yes,Yes,60,One year,No,Mailed check,49.89,2926.13,No,Yes,Yes
3204-SRRTF,Male,0,No,No,20,Month-to-month,Yes,Credit card (automatic),61.11,1220.08,No,No,No
5793-FFLLK,Male,0,Yes,Yes,67,Month-to-month,Yes,Electronic check,115.03,7610.71,No,Yes,No
0613-PVWWJ,Male,0,Yes,No,50,Month-to-month,Yes,Mailed check,33.51,1742.97,No,Yes,No
6777-OPUBM,Male,0,Yes,No,25,Month-to-month,Yes,Electronic check,30.35,791.8,No,No,No
6511-LIUGL,Male,0,No,No,0,Month-to-month,Yes,Bank transfer (automatic),44.29,0.0,No,No,No
7101-ZVAYT,Male,0,No,No,23,Month-to-month,No,Electronic check,43.39,1031.79,No,No,No
7896-ZBMDI,Female,0,No,Yes,64,Month-to-month,Yes,Bank transfer (automatic),110.28,7012.83,No,No,Yes
0297-MMAZT,Female,0,No,No,8,Two year,No,Electronic check,46.12,353.65,No,Yes,No
8801-GHGQY,Male,0,No,Yes,54,One year,No,Electronic check,100.78,5397.59,No,Yes,No
9319-EVBTD,Male,0,No,No,54,Month-to-month,Yes,Bank transfer (automatic),115.41,6245.8,No,No,Yes
0214-CQXWE,Female,0,No,Yes,26,Two year,Yes,Credit card (automatic),114.57,2939.58,No,No,Yes
1673-QSJBB,Female,0,No,Yes,45,Two year,Yes,Bank transfer (automatic),58.63,2721.32,No,No,No
2370-RWURJ,Female,0,No,Yes,30,Month-to-month,No,Mailed check,21.77,700.21,No,Yes,No
9156-YFHQM,Male,0,No,No,46,Month-to-month,Yes,Credit card (automatic),52.64,2379.21,No,Yes,No
1495-HIOXH,Male,0,No,Yes,57,Two year,No,Electronic check,109.31,6242.88,Yes,Yes,Yes
8547-WVSYJ,Male,0,Yes,No,53,Month-to-month,Yes,Bank transfer (automatic),67.98,3567.55,No,Yes,No
7616-XNOPJ,Female,0,Yes,Yes,26,Month-to-month,Yes,Bank transfer (automatic),50.23,1381.61,Yes,No,Yes
3306-TZPRH,Male,0,No,Yes,63,Month-to-month,No,Credit card (automatic),112.79,7203.76,No,Yes,No
4216-XMWWI,Male,0,No,Yes,19,Month-to-month,Yes,Credit card (automatic),63.81,1249.38,No,No,Yes
3340-THVDN,Female,1,No,No,9,Month-to-month,Yes,Bank transfer (automatic),60.56,540.11,No,Yes,No
5718-CCIUF,Female,0,No,Yes,16,Two year,No,Bank transfer (automatic),70.27,1098.33,No,Yes,No
9227-MGNHG,Male,1,Yes,No,29,Month-to-month,No,Electronic check,60.1,1732.06,No,Yes,No
6131-HAHSA,Female,0,Yes,Yes,27,Month-to-month,Yes,Mailed check,82.64,2213.53,No,No,No
5101-KRBYK,Male,1,No,Yes,38,Month-to-month,Yes,Electronic check,97.83,3774.46,No,Yes,Yes
6632-ARALD,Female,0,Yes,No,12,Month-to-month,Yes,Bank transfer (automatic),38.47,463.55,No,No,No
2678-DVKEF,Female,0,Yes,No,19,Month-to-month,No,Mailed check,66.46,1320.15,No,No,No
8849-KUEXC,Female,0,Yes,No,39,Month-to-month,Yes,Credit card (automatic),106.17,4095.07,No,No,Yes
9843-YLAZR,Female,0,No,No,10,Two year,Yes,Credit card (automatic),38.5,378.0,No,No,No
8630-YRKQW,Male,1,No,No,42,Month-to-month,Yes,Bank transfer (automatic),105.57,4362.29,No,Yes,Yes
9072-IUIUC,Female,0,Yes,Yes,7,Month-to-month,Yes,Bank transfer (automatic),49.21,350.4,No,No,No
5388-YWPYL,Male,0,No,No,19,Month-to-month,Yes,Credit card (automatic),113.06,2198.01,No,Yes,No
7488-EHJZR,Male,0,No,No,20,Month-to-month,Yes,Bank transfer (automatic),96.44,1919.9,Yes,Yes,Yes
1749-FPKVX,Female,0,No,No,67,Month-to-month,Yes,Credit card (automatic),71.48,4745.18,No,Yes,No
4278-UUXZB,Male,0,No,No,22,Two year,Yes,Credit card (automatic),92.45,2073.92,No,Yes,No
5255-KVJLH,Male,0,No,Yes,68,One year,No,Credit card (automatic),72.82,4947.19,No,No,No
4960-IVMVF,Male,0,Yes,Yes,24,Month-to-month,Yes,Bank transfer (automatic),59.72,1395.65,No,Yes,No
2165-AYYKR,Male,0,No,No,48,Two year,Yes,Electronic check,69.08,3336.21,No,No,Yes
7862-QLWOH,Female,0,No,No,57,Month-to-month,No,Bank transfer (automatic),51.81,2955.89,No,No,No
7168-PEZSG,Female,0,No,No,66,One year,No,Electronic check,85.1,5585.48,No,No,No
8867-CHSGH,Male,0,Yes,No,51,Two year,No,Electronic check,36.88,1704.5,No,Yes,No
1305-GDTPD,Female,0,Yes,Yes,36,Two year,Yes,Credit card (automatic),64.88,2328.59,No,No,Yes
7677-AIWHI,Male,0,No,No,57,Month-to-month,Yes,Mailed check,77.5,4492.38,No,No,No
8039-RIGEA,Male,0,No,Yes,0,Month-to-month,Yes,Credit card (automatic),105.33,0.0,Yes,No,No
8542-JIMYY,Female,0,No,No,25,One year,Yes,Bank transfer (automatic),92.61,2331.61,No,No,No
7013-XXRZA,Female,0,No,No,29,Month-to-month,No,Mailed check,65.66,1898.78,Yes,Yes,Yes
1668-NPUTD,Female,0,Yes,No,2,One year,No,Credit card (automatic),104.66,205.42,Yes,No,No
